,uuid,account_amount_added_12_24m,account_days_in_dc_12_24m,account_days_in_rem_12_24m,account_days_in_term_12_24m,account_incoming_debt_vs_paid_0_24m,account_status,account_worst_status_0_3m,account_worst_status_12_24m,account_worst_status_3_6m,account_worst_status_6_12m,age,avg_payment_span_0_12m,avg_payment_span_0_3m,merchant_category,merchant_group,has_paid,max_paid_inv_0_12m,max_paid_inv_0_24m,name_in_email,num_active_div_by_paid_inv_0_12m,num_active_inv,num_arch_dc_0_12m,num_arch_dc_12_24m,num_arch_ok_0_12m,num_arch_ok_12_24m,num_arch_rem_0_12m,num_arch_written_off_0_12m,num_arch_written_off_12_24m,num_unpaid_bills,status_last_archived_0_24m,status_2nd_last_archived_0_24m,status_3rd_last_archived_0_24m,status_max_archived_0_6_months,status_max_archived_0_12_months,status_max_archived_0_24_months,recovery_debt,sum_capital_paid_account_0_12m,sum_capital_paid_account_12_24m,sum_paid_inv_0_12m,time_hours,worst_status_active_inv
346,e2b3984b-88bc-4cc0-9e34-eb3821ed0641,0,,,,,,,,,,23,50.5,,Youthful Shoes & Clothing,Clothing & Shoes,True,5260.0,5260.0,Nick,0.0,0,0,0,2,0,0,0.0,0.0,0,1,1,0,1,1,1,0,0,0,8730,21.0080555555556,
350,6e099404-ac3e-4f9a-877e-7cf700bd7522,7908,0.0,29.0,0.0,0.123675381191243,1.0,2.0,2.0,1.0,1.0,49,,,Books & Magazines,Entertainment,True,0.0,3001.0,F+L,,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,18015,5996,0,18.5769444444444,
351,e7a7e440-5649-464d-9fa5-3324a0ce60e3,0,,,,,,,,,,25,,,Diversified children products,Children Products,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18.7219444444444,
352,38dfb22d-1dd2-47d9-89c9-a36e6ea4695f,0,0.0,0.0,0.0,,,,,,,24,,,Diversified Health & Beauty products,Health & Beauty,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,15.2002777777778,
353,561bf1e1-0f67-4e98-b32a-901503efb6b9,0,0.0,0.0,0.0,,,,,,,69,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,15.8077777777778,
360,5b7b4c1a-ac6a-4b6b-80d6-ac770e9b8dec,0,,,,,,,,,,18,21.0,21.0,Dietary supplements,Health & Beauty,True,8211.0,8211.0,no_match,1.0,1,0,0,1,0,0,0.0,0.0,1,1,0,0,1,1,1,0,0,0,8211,10.1436111111111,1.0
362,43f50ccc-d5ff-4858-a4ac-1a9d08c746bd,0,,,,,,,,,,30,27.8888888888889,1.0,Books & Magazines,Entertainment,True,9100.0,9100.0,F+L,0.0,0,1,1,5,2,3,0.0,0.0,0,1,2,1,2,3,3,0,0,0,48724,7.94472222222222,
367,f5aaa360-d7cb-407f-bae2-f56bbbf3ba1c,0,0.0,0.0,0.0,,,,,,,66,,,Fragrances,Health & Beauty,False,0.0,0.0,F1+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18.1180555555556,
368,bc9e99a5-ebcf-479c-b2aa-9b03169039ec,2133,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,33,,,Diversified entertainment,Entertainment,True,0.0,0.0,F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2285,0,8.62527777777778,
373,d66b75c4-76a0-4444-98c5-a73257541add,0,0.0,0.0,0.0,16.5929648241206,1.0,1.0,,1.0,1.0,32,,,General Shoes & Clothing,Clothing & Shoes,True,18490.0,18490.0,F+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,21685,12.4461111111111,
379,62fdaa0b-9c41-4310-8ffe-515e227bda9c,0,0.0,0.0,0.0,,,,,,,70,,,Kitchenware,Home & Garden,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,12.4063888888889,
380,8bbe1a5c-e932-47cc-bfbd-078ccdb159a3,0,,,,,,,,,,47,9.0,8.0,Youthful Shoes & Clothing,Clothing & Shoes,True,9700.0,9700.0,no_match,0.2,1,0,0,5,0,0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,22900,12.6622222222222,1.0
386,11a1a646-6d73-4d51-8280-e02d1ba73eee,0,,,,,,,,,,46,,,Underwear,Clothing & Shoes,False,0.0,0.0,L1+F,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,8.47388888888889,
389,f9bc6b65-1a9c-4c95-b2a8-cdf3c48f79dc,0,0.0,0.0,0.0,,,,,,,27,,,Youthful Shoes & Clothing,Clothing & Shoes,True,0.0,0.0,F1+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20.4208333333333,
390,96238d7a-ca07-452a-a6d6-5ca7f7388bbb,21047,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,66,,,Diversified entertainment,Entertainment,True,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,20980,0,12.7763888888889,
392,b4bbc14a-82e4-4d02-bc10-44b109e17eb3,0,,,,,,,,,,19,16.5,,Books & Magazines,Entertainment,True,10685.0,10685.0,F,0.5,1,0,0,2,0,0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,12475,20.0372222222222,1.0
399,4bad0f24-e205-4efe-b238-abf1fffa3e80,0,0.0,0.0,0.0,,,,,,,43,,,Tools & Home improvement,Home & Garden,True,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,6.27305555555556,
400,809f47bb-c00e-4401-8174-e1d5470f222d,18955,0.0,0.0,0.0,0.479234527687296,1.0,1.0,1.0,1.0,1.0,18,,,Youthful Shoes & Clothing,Clothing & Shoes,True,0.0,6060.0,L1+F,,0,0,0,0,2,0,0.0,0.0,1,1,1,0,0,0,1,0,11885,0,0,13.7325,
404,a8b26e94-0435-47ba-a779-72438f53ad58,0,0.0,0.0,0.0,,,,,,,35,,,Diversified entertainment,Entertainment,True,0.0,3890.0,F+L,,0,0,0,0,2,0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,17.1475,
406,bfc685c9-1dca-4701-9814-0b670fe916af,0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,61,,,Books & Magazines,Entertainment,True,0.0,0.0,F+L,,1,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,13.7822222222222,1.0
407,deefc767-285e-4ea9-af2a-1b05984877e4,0,0.0,0.0,0.0,,,,,,,49,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,15.2061111111111,
410,31ad436c-2088-4856-b999-9d35dd51ef22,0,,,,,,,,,,42,11.6666666666667,9.0,Books & Magazines,Entertainment,True,14295.0,14295.0,F+L,0.0,0,0,0,3,1,0,0.0,0.0,0,1,1,1,1,1,2,0,0,0,24465,16.1,
411,60975361-4127-45a6-af72-526d4c0ced8c,0,,,,,,,,,,58,13.6666666666667,13.6666666666667,Sports gear & Outdoor,"Leisure, Sport & Hobby",True,2695.0,2695.0,F+L,0.0,0,0,0,3,0,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,6785,7.6125,
414,d95eae37-be48-454b-af73-bad3758e8529,0,,,,,,,,,,21,12.6666666666667,12.0,Youthful Shoes & Clothing,Clothing & Shoes,True,9680.0,9680.0,F+L,0.0,0,0,0,3,0,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,21860,12.8488888888889,
417,87515baa-9e47-4e4c-b509-3ea1f70d8e76,0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,,67,,,Diversified entertainment,Entertainment,True,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,5970,0,0,23.5633333333333,
419,d9a5cb7e-1007-4027-a3b8-67fcac420410,0,0.0,0.0,0.0,2.53139841688654,1.0,1.0,,1.0,,55,,,Costumes & Party supplies,"Leisure, Sport & Hobby",True,0.0,0.0,no_match,,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,497,0,0,1.53694444444444,
424,a5fb2867-c01e-4a39-8c31-5da79e66a1d9,0,0.0,0.0,0.0,,,,,,,30,,,Diversified children products,Children Products,True,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20.5441666666667,
425,06bf4e27-994e-4ca3-acdc-aa797a1ecfb4,0,0.0,0.0,0.0,,,,,,,53,,,Automotive Parts & Accessories,Automotive Products,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,11.5213888888889,
426,38296678-6092-4019-836e-2279361af45f,0,0.0,0.0,0.0,,,,,,,31,,,Diversified children products,Children Products,False,0.0,0.0,F+L,,1,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,11.4575,1.0
430,c70f7785-c6b4-4f1c-86ba-eed88dfb6f48,0,,,,,,,,,,38,27.0,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",True,13110.0,13110.0,F+L,0.333333333333333,2,0,0,4,7,2,0.0,0.0,2,1,1,2,1,2,2,0,0,0,46840,13.9969444444444,1.0
431,c854ce96-40ce-4fe4-a3b2-a2ec0a1a65fe,0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,20,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",True,0.0,0.0,L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,53312,0,0,21.4533333333333,
435,8cddf7cb-ec9c-4e7c-af91-8e13beee4fdc,0,0.0,0.0,0.0,,,,,,,56,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20.7438888888889,
437,a73b818e-0408-4a5b-8db0-964bcc7e1fd3,0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,33,,,Diversified entertainment,Entertainment,True,0.0,5170.0,F+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,11.5277777777778,
438,63224ab3-7e1f-42c9-9a11-8fef420218d2,0,0.0,0.0,0.0,,,,,,,33,,,Books & Magazines,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,11.6108333333333,
441,f884d102-02f7-4ecf-b07c-64cfe85998be,0,0.0,0.0,0.0,,,,,,,53,,,Diversified entertainment,Entertainment,False,0.0,0.0,F1+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.6797222222222,
443,cfec1844-b463-4996-8357-b5bcb2fa7480,0,0.0,0.0,0.0,,,,,,,18,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,21.4783333333333,
446,8beb0092-21aa-4013-bd0e-5e93abaa5b4a,0,0.0,0.0,0.0,,,,,,,59,,,Personal care & Body improvement,Health & Beauty,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,17.5175,
452,de563640-41f2-4bfa-9cc3-172ca1631a62,0,0.0,0.0,0.0,,,,,,,28,,,General Shoes & Clothing,Clothing & Shoes,True,0.0,4990.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18.5788888888889,
455,6e1307ad-de9c-4773-aefe-6095c357be9a,0,,,,,,,,,,41,9.28571428571429,10.5,Diversified entertainment,Entertainment,True,8790.0,8790.0,F,0.0,0,0,0,7,1,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,24214,11.6638888888889,
465,56bbd9ea-e0e1-456c-b6a1-cc69a3d7471a,0,0.0,0.0,0.0,,,,,,,55,,,Kitchenware,Home & Garden,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20.8727777777778,
469,de4910fa-1a7e-4b8c-9bc0-9a306d5d461c,0,0.0,0.0,0.0,,,,,,,41,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",True,0.0,0.0,Nick,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,13.7913888888889,
472,79ca167a-b35f-4816-8ae2-0bd6aaa9e1e0,0,,,,,,,,,,41,,,Wheels & Tires,Automotive Products,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,20.3977777777778,
475,eb451360-9507-483c-8dcd-da4fa78d1e87,0,0.0,0.0,0.0,,,,,,,49,,,Video Games & Related accessories,Entertainment,False,0.0,0.0,Nick,,1,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,12.2322222222222,1.0
484,7b53b0b8-f1ca-4d39-bbe4-1238c72ce98f,0,,,,,,,,,,32,44.0,44.0,Diversified entertainment,Entertainment,True,24936.0,24936.0,no_match,0.0,0,0,0,0,0,1,0.0,0.0,0,2,0,0,2,2,2,0,0,0,24936,17.4952777777778,
489,fdcd484f-9e4d-4c5f-b2d3-fbfe17b8b5ca,25961,0.0,23.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,38,,,General Shoes & Clothing,Clothing & Shoes,True,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,22408,10182,0,21.9275,
496,01710e17-d2f9-4436-8bdf-c1ef28311221,0,,,,,,,,,,20,14.0434782608696,17.0,Automotive Parts & Accessories,Automotive Products,True,124310.0,124310.0,F+L,0.0434782608695652,1,0,0,23,15,0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,258413,22.3027777777778,1.0
497,4c14a63b-d078-420e-b51c-ff30a66866f1,0,0.0,0.0,0.0,,,,,,,75,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,17.1677777777778,
498,7bb00077-70e0-4e98-8564-e80eaa514dff,0,0.0,0.0,0.0,,,,,,,68,,,Diversified children products,Children Products,False,0.0,0.0,Nick,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18.2533333333333,
501,216a25d8-f707-439c-b5a0-9ce83dcabb63,0,,,,,,,,,,39,22.5,50.0,Books & Magazines,Entertainment,True,5160.0,12480.0,L1+F,0.0,0,0,0,3,8,1,0.0,0.0,0,2,1,1,2,2,2,0,0,0,18680,14.2741666666667,
503,d5803f44-9642-42fd-8389-ead25e72d531,0,0.0,0.0,0.0,,,,,,,43,,,Cleaning & Sanitary,Home & Garden,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,12.2855555555556,
507,1b608a6d-67cc-4b2c-94e2-b30f66fb330a,0,,,,,,,,,,29,,,Automotive Parts & Accessories,Automotive Products,True,0.0,995.0,F1+L,,1,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,17.6102777777778,1.0
510,f27f7166-c2db-495c-812b-44fad973c842,1983,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,22,14.0,14.0,Youthful Shoes & Clothing,Clothing & Shoes,True,1090.0,1090.0,F+L,1.0,1,0,0,0,0,0,,,1,0,0,0,0,0,0,0,4576,1809,1090,20.0552777777778,1.0
513,3d31ff16-7299-44d0-9728-672eb74af29c,64741,0.0,52.0,0.0,0.724949409780776,1.0,1.0,2.0,2.0,1.0,30,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",True,2000.0,3000.0,Nick,,3,0,0,0,2,0,0.0,0.0,21,1,1,0,0,0,1,0,42693,34811,7190,19.21,1.0
524,499e211d-0f5c-4b9e-bca6-fab6b484f2fd,0,,,,,,,,,,28,15.0,9.0,Youthful Shoes & Clothing,Clothing & Shoes,True,2290.0,10395.0,L1+F,0.0,0,0,0,3,5,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,5665,21.6266666666667,
526,95ebd8c0-1a7c-4a3a-b8b3-77e40913ab6b,0,,,,,,,,,,30,17.7857142857143,11.9166666666667,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",True,5360.0,5360.0,L1+F,0.0166666666666667,1,0,0,55,56,1,0.0,0.0,2,1,1,1,1,2,2,0,0,0,125158,17.8883333333333,1.0
528,0021407a-24b9-4f25-a8b5-1a55f5ced8d6,0,0.0,0.0,0.0,,,,,,,30,,,Hobby articles,"Leisure, Sport & Hobby",False,0.0,0.0,F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,17.2186111111111,
530,31b82c49-fbaf-45c0-9bf3-30cade8547bd,0,,,,,,,,,,46,22.8921568627451,30.6428571428571,Diversified entertainment,Entertainment,True,5490.0,6180.0,L1+F,0.150943396226415,16,0,0,97,130,5,0.0,0.0,16,1,1,1,2,2,2,0,0,0,226750,12.7819444444444,1.0
533,01a935f7-c7b6-43df-81b8-e9a4abc46ed8,0,,,,,,,,,,18,,,Diversified entertainment,Entertainment,True,0.0,2976.0,Nick,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,12.6008333333333,
534,fa42b07a-4866-49dd-978c-2598c43c8f39,0,0.0,0.0,0.0,,,,,,,22,,,General Shoes & Clothing,Clothing & Shoes,True,0.0,7995.0,L1+F,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0.275833333333333,
540,3927cebe-f8a2-460d-b198-52b37cd0e0e1,0,,,,,,,,,,46,14.0,,Diversified entertainment,Entertainment,True,4675.0,4675.0,F+L,0.0,0,0,0,1,0,0,0.0,0.0,1,1,0,0,0,1,1,0,0,0,4675,17.1127777777778,
543,c4f6996c-d8dd-40ef-af50-6d45b31f1d45,0,0.0,0.0,0.0,,,,,,,24,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,8.12111111111111,
545,b14a5943-d6d6-4232-9943-63b6a567f2b0,0,0.0,0.0,0.0,,,,,,,27,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.7877777777778,
548,84922b21-ec25-4ae7-9870-e4913f92d322,0,0.0,0.0,0.0,,,,,,,21,,,Diversified entertainment,Entertainment,True,0.0,27095.0,F+L,,1,0,0,0,4,0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,0,18.5055555555556,1.0
549,5e11afe9-bf8d-4b17-be88-7166dca23cbb,0,0.0,0.0,0.0,,,,,,,36,,,Diversified entertainment,Entertainment,True,0.0,3980.0,F1+L,,0,0,0,0,2,0,0.0,0.0,0,1,1,2,0,0,2,0,0,0,0,20.1352777777778,
560,7fd51193-2313-4239-ad15-a9eeaac59ae9,0,0.0,0.0,0.0,,,,,,,28,,,Diversified entertainment,Entertainment,False,0.0,0.0,F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,8.01194444444444,
561,8603fd37-96a7-4392-97d3-2cfcb310cd4f,6498,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,29,,,Diversified electronics,Electronics,True,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,6458,0,0,4.24666666666667,
564,7952068a-c20f-4d61-9094-d4ae433e9ae8,0,0.0,0.0,0.0,,,,,,,58,,,Jewelry & Watches,Jewelry & Accessories,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,13.9227777777778,
566,261e2c5e-9791-4d59-9caa-d8111d326a19,0,,,,,,,,,,60,12.0,12.0,Sports gear & Outdoor,"Leisure, Sport & Hobby",True,1890.0,1890.0,F+L,0.0,0,0,0,1,0,0,0.0,0.0,0,1,0,0,1,1,1,0,0,0,1890,13.6275,
567,5e099309-e138-4bfb-a453-56cfc235c599,0,0.0,0.0,0.0,,,,,,,35,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,11.2888888888889,
568,d68b46c7-6ce1-4cdd-8a42-13f60f6b0fbf,0,0.0,0.0,0.0,,,,,,,59,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,13.9252777777778,
569,6aa2abb3-fd22-40ae-8e60-fbb9be25b5f7,0,0.0,0.0,0.0,,,,,,,32,,,Hobby articles,"Leisure, Sport & Hobby",True,5330.0,5330.0,F+L,0.0,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,5330,1.82555555555556,
571,6dffdc7e-f7ac-48a6-b507-222ba2213461,0,,,,,,,,,,31,12.6666666666667,,Electronic equipment & Related accessories,Electronics,True,2195.0,2360.0,L1+F,0.0,0,0,0,3,1,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,6512,10.2655555555556,
572,6552a6c7-e256-41ea-bfb6-94d12b6bbcfc,0,0.0,0.0,0.0,,,,,,,20,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18.1113888888889,
573,1299c267-0db2-45c6-8bea-94a796026684,0,,,,,,,,,,48,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,L1+F,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,12.7880555555556,
574,b23a0c98-570a-47d8-bd70-8d1c8f29d2de,0,0.0,0.0,0.0,,,,,,,22,,,Diversified entertainment,Entertainment,True,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,19.7958333333333,
580,ed624266-b35f-4f6a-80af-b4debc147612,0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,23,,,Pharmaceutical products,Health & Beauty,True,6695.0,6695.0,L1+F,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6695,17.9894444444444,
583,d096c90d-ee62-4374-ad59-b87974e68025,0,0.0,0.0,0.0,,,,,,,19,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,7.64861111111111,
585,23f658b7-794b-42cc-b112-a17c42c95794,0,,,,,,,,,,29,22.5,22.5,Youthful Shoes & Clothing,Clothing & Shoes,True,5111.0,5111.0,F+L,0.0,0,0,0,2,0,0,0.0,0.0,0,1,1,0,1,1,1,0,0,0,8871,7.95083333333333,
589,4d300471-4332-475f-8a49-5dba47601e15,0,0.0,0.0,0.0,,,,,,,20,,,Body & Hair Care,Health & Beauty,False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,9.7575,
595,74d0fa6f-c07d-49d6-8db9-becb2fd9ab11,0,0.0,0.0,0.0,,,,,,,31,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,12.4266666666667,
599,9b4a8664-998a-44b8-b708-2bf75dbaadcc,0,,,,,,,,,,30,,,General Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,17.2722222222222,
600,ee6f035f-b662-49c3-afbc-1b0864f6203d,0,0.0,0.0,0.0,,,,,,,22,,,Youthful Shoes & Clothing,Clothing & Shoes,True,0.0,2495.0,F+L,,0,0,0,0,2,0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,19.7086111111111,
601,e6e96c06-d9f5-4348-a3e1-6a8b10109f91,0,0.0,0.0,0.0,,,,,,,22,,,Diversified entertainment,Entertainment,False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,8.13194444444444,
602,026a5f78-ef26-4ac7-9340-a01c3e53d5e1,0,,,,,,,,,,34,,,Youthful Shoes & Clothing,Clothing & Shoes,True,0.0,6730.0,F1+L,,0,0,0,0,0,0,0.0,0.0,0,2,0,0,0,0,2,0,0,0,0,16.0633333333333,
604,e51779b4-8bda-4d14-ab5c-2c3d66d0df91,0,0.0,0.0,0.0,,,,,,,18,,,Youthful Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,11.8955555555556,
608,69669faf-4938-41fd-92c8-8eb40eb3058d,0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,31,,,Diversified entertainment,Entertainment,True,0.0,6085.0,L1+F,,0,0,0,0,5,0,0.0,0.0,0,1,1,1,0,0,1,0,0,0,0,16.3575,
613,d9f6d46c-3c40-4b0b-9787-7eb80107c97d,0,0.0,0.0,0.0,,,,,,,50,,,Diversified entertainment,Entertainment,True,0.0,2885.0,F+L,,0,0,0,0,1,0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,23.7444444444444,
615,6c48cbe7-1abd-4e5d-a973-b18dbd74dc35,0,,,,,,,,,,33,20.6666666666667,9.0,Diversified entertainment,Entertainment,True,2485.0,2485.0,F+L,0.666666666666667,2,0,0,3,0,0,0.0,0.0,2,1,1,1,1,1,1,0,0,0,3765,8.37555555555556,1.0
617,9a887c3a-e23e-44e4-99c6-f6c16bbd8618,0,,,,,,,,,,46,,,Sports gear & Outdoor,"Leisure, Sport & Hobby",False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,14.6611111111111,
621,abec95de-7d78-4798-b60a-91d2a12f84c0,0,,,,,,,,,,35,18.6428571428571,20.0,Diversified children products,Children Products,True,24680.0,24680.0,L1+F,0.133333333333333,2,0,0,11,5,3,0.0,0.0,2,1,1,2,2,2,2,0,0,0,67340,13.6927777777778,1.0
626,6ea556ff-2130-471f-b597-b05981a31c6c,0,,,,,,,,,,49,12.0,6.0,Books & Magazines,Entertainment,True,23400.0,23400.0,F+L,0.0,0,0,0,3,1,0,0.0,0.0,0,1,1,1,1,1,1,0,0,0,28490,19.9066666666667,
630,3f253cf9-46d3-4399-bc3c-dd230da0c403,0,,,,,,,,,,54,18.0,,Diversified entertainment,Entertainment,True,4690.0,4690.0,L1+F,0.0,0,0,0,1,1,0,0.0,0.0,0,1,1,0,0,1,1,0,0,0,4690,7.93416666666667,
652,7d7bf8d6-1059-403f-be69-0e7e7216319b,0,,,,,,,,,,65,,,Concept stores & Miscellaneous,"Leisure, Sport & Hobby",False,0.0,0.0,L1+F,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,8.08583333333333,
656,16d080c8-d348-4427-8e4c-860f4347d4e3,0,0.0,0.0,0.0,,,,,,,43,,,Diversified entertainment,Entertainment,False,0.0,0.0,F+L,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,16.9988888888889,
667,b879f70f-51ec-46f6-9516-c9fe4f87d6c4,0,0.0,0.0,0.0,,,,,,,43,,,General Shoes & Clothing,Clothing & Shoes,False,0.0,0.0,Nick,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,22.2430555555556,
671,8a8d6af7-6ad6-4553-a31e-306473154559,0,0.0,0.0,0.0,,,,,,,42,,,Prints & Photos,"Leisure, Sport & Hobby",False,0.0,0.0,no_match,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,8.91555555555556,
